operatingSystemServicePack|logonCount|cn|description|dNSHostName|whenChanged|lastLogon|whenCreated|operatingSystemVersion|displayname|operatingSystem|name
Service Pack 4|2|QASERVER||qaserver.eastnets.com|2009-06-08T15:52:54.000000000|2008-10-28 02:28:16|2006-06-08T09:32:22.000000000|5.0 (2195)||Windows 2000 Server|QASERVER
Service Pack 1||MEDIAN||median.eastnets.com|2008-08-28T04:34:23.000000000||2006-04-24T13:50:22.000000000|5.1 (2600)||Windows XP Professional|MEDIAN
Service Pack 2||FABUWARDEH||fabuwardeh.eastnets.com|2008-08-28T04:34:23.000000000||2006-01-02T07:57:57.000000000|5.1 (2600)||Windows XP Professional|FABUWARDEH
Service Pack 2||DXB_RUBEN||dxb_ruben.eastnets.com|2008-08-28T04:34:23.000000000||2006-01-23T05:56:52.000000000|5.1 (2600)||Windows XP Professional|DXB_RUBEN
|10|DENIS||Denis.eastnets.com|2009-04-10T12:30:57.000000000|2009-04-10 08:14:57|2004-02-29T11:39:31.000000000|6.0 (6000)||Windows Vista™ Business|DENIS
Service Pack 2||ZAMER||ZAMER.eastnets.com|2008-08-28T04:34:23.000000000||2005-08-16T11:48:33.000000000|5.1 (2600)||Windows XP Professional|ZAMER
Service Pack 2||LINAH||LINAH.eastnets.com|2008-08-28T04:34:23.000000000||2004-11-07T10:17:59.000000000|5.1 (2600)||Windows XP Professional|LINAH
Service Pack 2|0|HP||HP.eastnets.com|2009-05-10T10:38:21.000000000|2009-05-10 14:27:05|2005-09-12T05:50:04.000000000|5.2 (3790)||Windows Server 2003|HP
Service Pack 2||MICHELLE||michelle.eastnets.com|2008-08-28T04:34:23.000000000||2004-07-08T08:41:36.000000000|5.1 (2600)||Windows XP Professional|MICHELLE
Service Pack 2||BASSAM0||BASSAM0.eastnets.com|2008-08-28T04:34:23.000000000||2006-09-07T08:43:49.000000000|5.1 (2600)||Windows XP Professional|BASSAM0
Service Pack 1||ISA2004||isa2004.eastnets.com|2008-08-28T04:34:23.000000000||2006-11-14T11:10:06.000000000|5.2 (3790)||Windows Server 2003|ISA2004
Service Pack 2||KHALIL_DELL||Khalil_dell.eastnets.com|2008-08-28T04:34:23.000000000||2006-11-15T11:23:44.000000000|5.1 (2600)||Windows XP Professional|KHALIL_DELL
Service Pack 3|2|MAALI||maali.eastnets.com|2008-10-08T07:38:21.000000000|2008-10-15 11:07:23|2006-08-27T05:13:01.000000000|5.1 (2600)||Windows XP Professional|MAALI
Service Pack 2||VPCXP||VPCXP.eastnets.com|2008-08-28T04:34:23.000000000||2006-11-26T14:27:23.000000000|5.1 (2600)||Windows XP Professional|VPCXP
Service Pack 2||MEETING||meeting.eastnets.com|2008-08-28T04:34:23.000000000||2005-11-14T10:40:37.000000000|5.1 (2600)||Windows XP Professional|MEETING
Service Pack 1||SAAVM2003S||saavm2003s.eastnets.com|2008-08-28T04:34:23.000000000||2006-11-02T11:07:52.000000000|5.2 (3790)||Windows Server 2003|SAAVM2003S
Service Pack 2||WAFAA||WAFAA.eastnets.com|2008-08-28T04:34:23.000000000||2005-08-28T11:38:26.000000000|5.1 (2600)||Windows XP Professional|WAFAA
Service Pack 1||VMWARE||VMWARE.eastnets.com|2008-08-28T04:34:23.000000000||2006-10-30T06:52:57.000000000|5.2 (3790)||Windows Server 2003|VMWARE
Service Pack 2||BASSAM||BASSAM.eastnets.com|2008-08-28T04:34:23.000000000||2006-06-18T09:46:40.000000000|5.1 (2600)||Windows XP Professional|BASSAM
Service Pack 2||FAHED||fahed.eastnets.com|2008-08-28T04:34:23.000000000||2004-08-01T13:31:39.000000000|5.1 (2600)||Windows XP Professional|FAHED
Service Pack 2||BASHART||bashart.eastnets.com|2008-08-28T04:34:23.000000000||2006-03-30T12:35:37.000000000|5.1 (2600)||Windows XP Professional|BASHART
Service Pack 2||MAHA||maha.eastnets.com|2008-08-28T04:34:23.000000000||2007-01-08T06:03:38.000000000|5.1 (2600)||Windows XP Professional|MAHA
Service Pack 2||YARA||Yara.eastnets.com|2008-08-28T04:34:23.000000000||2006-09-21T07:37:44.000000000|5.1 (2600)||Windows XP Professional|YARA
Service Pack 4||EN-DATA-SERVER||EN-Data-Server.eastnets.com|2008-08-28T04:34:23.000000000||2004-07-21T11:42:48.000000000|5.0 (2195)||Windows 2000 Server|EN-DATA-SERVER
Service Pack 2||SAHTINAY||sahtinay.eastnets.com|2008-08-28T04:34:23.000000000||2006-10-11T08:05:38.000000000|5.1 (2600)||Windows XP Professional|SAHTINAY
Service Pack 2||TEAMSERVER||teamserver.eastnets.com|2008-08-28T04:34:23.000000000||2006-10-04T09:28:59.000000000|5.2 (3790)||Windows Server 2003|TEAMSERVER
||EASTDC||eastdc.eastnets.com|2008-08-28T04:34:23.000000000||2007-01-16T08:35:23.000000000|5.2 (3790)||Windows Server 2003|EASTDC
Service Pack 2||RWAKID||rwakid.eastnets.com|2008-08-28T04:34:23.000000000||2006-12-03T13:09:33.000000000|5.1 (2600)||Windows XP Professional|RWAKID
||BDUHEIDEL-BH||bduheidel-BH.eastnets.com|2008-08-28T04:34:23.000000000||2007-01-22T08:50:20.000000000|6.0 (6000)||Windows Vista™ Enterprise|BDUHEIDEL-BH
Service Pack 4||DAVID||david.eastnets.com|2008-08-28T04:34:23.000000000||2004-10-18T12:38:59.000000000|5.0 (2195)||Windows 2000 Professional|DAVID
Service Pack 2, v.2825||ABU-HIJLEH||abu-hijleh.eastnets.com|2008-08-28T04:34:23.000000000||2006-09-07T08:52:40.000000000|5.2 (3790)||Windows Server 2003|ABU-HIJLEH
Service Pack 2||RUBEN||ruben.eastnets.com|2008-08-28T04:34:23.000000000||2006-12-07T06:45:47.000000000|5.1 (2600)||Windows XP Professional|RUBEN
Service Pack 2||FADI||fadi.eastnets.com|2008-08-28T04:34:23.000000000||2004-07-11T07:59:17.000000000|5.1 (2600)||Windows XP Professional|FADI
Service Pack 2||LARRY||larry.eastnets.com|2008-08-28T04:34:23.000000000||2005-08-17T09:13:28.000000000|5.1 (2600)||Windows XP Professional|LARRY
Service Pack 4||AQ-TEMP||AQ-Temp.eastnets.com|2008-08-28T04:34:23.000000000||2007-02-21T11:47:44.000000000|5.0 (2195)||Windows 2000 Server|AQ-TEMP
Service Pack 2||ASHADDAD||ashaddad.eastnets.com|2008-08-28T04:34:23.000000000||2007-02-25T07:22:16.000000000|5.1 (2600)||Windows XP Professional|ASHADDAD
||BDUHEIDELHP||BDuheidelHP.eastnets.com|2008-08-28T04:34:23.000000000||2007-01-26T15:15:36.000000000|6.0 (6000)||Windows Vista™ Enterprise|BDUHEIDELHP
Service Pack 2|9|PRINTSERVER||PrintServer.eastnets.com|2010-11-02T09:26:56.000000000|2010-11-10 02:37:32|2005-10-04T06:41:12.000000000|5.2 (3790)||Windows Server 2003|PRINTSERVER
Service Pack 2|173|TEASTRANET||teastranet.eastnets.com|2009-07-14T05:52:14.000000000|2009-07-23 07:08:35|2005-03-10T14:09:29.000000000|5.2 (3790)||Windows Server 2003|TEASTRANET
Service Pack 2|8246|ENDXBMAILS||endxbmails.eastnets.com|2008-10-28T12:33:47.000000000|2008-10-29 07:46:57|2006-12-27T18:39:10.000000000|5.2 (3790)||Windows Server 2003|ENDXBMAILS
Service Pack 2||AHMADIBARHIM||ahmadibarhim.eastnets.com|2008-08-28T04:34:23.000000000||2006-11-08T13:46:54.000000000|5.1 (2600)||Windows XP Professional|AHMADIBARHIM
Service Pack 2||AYMAN-A-H||ayman-a-h.eastnets.com|2008-08-28T04:34:23.000000000||2006-05-22T05:53:13.000000000|5.1 (2600)||Windows XP Professional|AYMAN-A-H
Service Pack 2, v.2825||AYMANS||AymanS.eastnets.com|2008-08-28T04:34:24.000000000||2007-03-20T11:51:22.000000000|5.2 (3790)||Windows Server 2003|AYMANS
Service Pack 2||MMATAR||mmatar.eastnets.com|2008-08-28T04:34:24.000000000||2006-06-04T07:25:34.000000000|5.1 (2600)||Windows XP Professional|MMATAR
Service Pack 1||EASTNETS-ACKUP||EASTNETS-ACKUP.eastnets.com|2008-08-28T04:34:24.000000000||2007-03-22T10:59:46.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-ACKUP
Service Pack 2||RSHAHEEN||rshaheen.eastnets.com|2008-08-28T04:34:24.000000000||2007-03-22T13:41:50.000000000|5.1 (2600)||Windows XP Professional|RSHAHEEN
Service Pack 2||TRAINEE||trainee.eastnets.com|2008-08-28T04:34:24.000000000||2007-01-30T08:29:20.000000000|5.1 (2600)||Windows XP Professional|TRAINEE
Service Pack 1||LARY||LARY.eastnets.com|2008-08-28T04:34:24.000000000||2007-04-09T06:25:28.000000000|5.1 (2600)||Windows XP Professional|LARY
Service Pack 2||MAHA2||maha2.eastnets.com|2008-08-28T04:34:24.000000000||2006-09-03T05:40:12.000000000|5.1 (2600)||Windows XP Professional|MAHA2
Service Pack 2||YSALEH||ysaleh.eastnets.com|2008-08-28T04:34:24.000000000||2007-01-03T11:03:50.000000000|5.1 (2600)||Windows XP Professional|YSALEH
Service Pack 2||CINESTAR||cinestar.eastnets.com|2008-08-28T04:34:24.000000000||2007-05-01T11:43:58.000000000|5.1 (2600)||Windows XP Professional|CINESTAR
Service Pack 2||KAYYALIM||kayyaliM.eastnets.com|2008-08-28T04:34:24.000000000||2007-01-15T06:27:28.000000000|5.1 (2600)||Windows XP Professional|KAYYALIM
Service Pack 1||AHMAD-5L199YHY6||ahmad-5l199yhy6.eastnets.com|2008-08-28T04:34:24.000000000||2007-04-25T05:22:14.000000000|5.1 (2600)||Windows XP Professional|AHMAD-5L199YHY6
Service Pack 4||QASERVER2||qaserver2.eastnets.com|2008-08-28T04:34:24.000000000||2007-04-17T05:40:44.000000000|5.0 (2195)||Windows 2000 Server|QASERVER2
Service Pack 2||WINXP77||winxp77.eastnets.com|2008-08-28T04:34:24.000000000||2007-05-20T10:36:30.000000000|5.1 (2600)||Windows XP Professional|WINXP77
Service Pack 2||MKAYYALI||MKayyali.eastnets.com|2008-08-28T04:34:24.000000000||2007-05-21T06:57:28.000000000|5.1 (2600)||Windows XP Professional|MKAYYALI
Service Pack 2||MUNAMATAR||MunaMatar.eastnets.com|2008-08-28T04:34:24.000000000||2007-05-17T13:14:24.000000000|5.1 (2600)||Windows XP Professional|MUNAMATAR
||MAHATURK-PC||MahaTurk-PC.eastnets.com|2008-08-28T04:34:24.000000000||2007-06-05T07:38:34.000000000|6.0 (6000)||Windows Vista™ Enterprise|MAHATURK-PC
Service Pack 2, v.3093||MMATR||MMatr.eastnets.com|2008-08-28T04:34:24.000000000||2007-05-31T12:27:20.000000000|5.1 (2600)||Windows XP Professional|MMATR
Service Pack 2||RMUHTADI||rmuhtadi.eastnets.com|2008-08-28T04:34:24.000000000||2005-08-04T08:48:03.000000000|5.1 (2600)||Windows XP Professional|RMUHTADI
Service Pack 2||AYMAN-S||Ayman-S.eastnets.com|2008-08-28T04:34:24.000000000||2007-01-31T07:10:48.000000000|5.1 (2600)||Windows XP Professional|AYMAN-S
Service Pack 2||MAALI2||maali2.eastnets.com|2008-08-28T04:34:24.000000000||2006-07-12T19:15:40.000000000|5.1 (2600)||Windows XP Professional|MAALI2
Service Pack 2||YABDELHAQ||YAbdelhaq.eastnets.com|2008-08-28T04:34:24.000000000||2007-01-15T08:30:53.000000000|5.1 (2600)||Windows XP Professional|YABDELHAQ
Service Pack 2||AKHALIL-TECRA||AKhalil-Tecra.eastnets.com|2008-08-28T04:34:24.000000000||2007-04-22T12:33:52.000000000|5.1 (2600)||Windows XP Professional|AKHALIL-TECRA
Service Pack 4||MAJEDOMNIBOKXE3||majedomnibokxe3.eastnets.com|2010-07-20T13:26:54.000000000||2006-11-28T08:56:24.000000000|5.0 (2195)||Windows 2000 Professional|MAJEDOMNIBOKXE3
||EDWAN||Edwan.eastnets.com|2008-08-28T04:34:24.000000000||2007-07-09T17:02:22.000000000|6.0 (6000)||Windows Vista™ Enterprise|EDWAN
||MNASSARV||MNassarV.eastnets.com|2008-08-28T04:34:24.000000000||2007-07-10T10:14:40.000000000|6.0 (6000)||Windows Vista™ Enterprise|MNASSARV
Service Pack 2||AHAFETH||ahafeth.eastnets.com|2008-08-28T04:34:24.000000000||2006-09-07T08:20:35.000000000|5.1 (2600)||Windows XP Professional|AHAFETH
Service Pack 2||AKRAM||akram.eastnets.com|2008-08-28T04:34:24.000000000||2005-12-26T11:04:01.000000000|5.1 (2600)||Windows XP Professional|AKRAM
Service Pack 2||MISMAIL||MIsmail.eastnets.com|2008-08-28T04:34:24.000000000||2004-02-04T09:22:51.000000000|5.1 (2600)||Windows XP Professional|MISMAIL
Service Pack 4||AKHALIL||AKhalil.eastnets.com|2008-08-28T04:34:24.000000000||2007-03-29T08:21:56.000000000|5.0 (2195)||Windows 2000 Server|AKHALIL
Service Pack 2||QATEST||QATest.eastnets.com|2008-08-28T04:34:24.000000000||2007-05-16T12:51:37.000000000|5.1 (2600)||Windows XP Professional|QATEST
Service Pack 2||NAKIB||nakib.eastnets.com|2008-08-28T04:34:24.000000000||2007-02-20T17:29:18.000000000|5.1 (2600)||Windows XP Professional|NAKIB
Service Pack 2||MOHAMMAD-2||mohammad-2.eastnets.com|2008-08-28T04:34:24.000000000||2007-04-30T07:14:16.000000000|5.1 (2600)||Windows XP Professional|MOHAMMAD-2
Service Pack 2||MAHMOUD||mahmoud.eastnets.com|2008-08-28T04:34:24.000000000||2006-09-03T08:36:50.000000000|5.1 (2600)||Windows XP Professional|MAHMOUD
Service Pack 3||ALJAY||aljay.eastnets.com|2011-09-13T06:19:58.000000000||2007-02-18T12:23:32.000000000|5.1 (2600)||Windows XP Professional|ALJAY
Service Pack 2, v.4035||PAYGATE||paygate.eastnets.com|2008-08-28T04:34:24.000000000||2007-06-19T13:32:08.000000000|5.2 (3790)||Windows Server 2003|PAYGATE
Service Pack 2, v.4035||PAYGATE1||paygate1.eastnets.com|2008-08-28T04:34:24.000000000||2007-07-23T12:43:09.000000000|5.2 (3790)||Windows Server 2003|PAYGATE1
Service Pack 2|2|Amal||amal.eastnets.com|2012-07-24T09:31:20.000000000|2009-10-31 12:51:43|2006-02-05T06:53:32.000000000|5.2 (3790)||Windows Server 2003|Amal
||A-PC||a-PC.eastnets.com|2008-08-28T04:34:24.000000000||2007-07-01T13:02:11.000000000|6.0 (6000)||Windows Vista™ Enterprise|A-PC
Service Pack 2, v.4035||SSHAKHTOUR||sshakhtour.eastnets.com|2008-08-28T04:34:24.000000000||2007-08-02T08:19:21.000000000|5.2 (3790)||Windows Server 2003|SSHAKHTOUR
Service Pack 4||FADI-VMIIB||fadi-VMIIB.eastnets.com|2008-08-28T04:34:24.000000000||2007-08-20T10:23:32.000000000|5.0 (2195)||Windows 2000 Server|FADI-VMIIB
Service Pack 2, v.4035||SSHAKHTOURLT||sshakhtourlt.eastnets.com|2008-08-28T04:34:24.000000000||2007-08-28T12:20:45.000000000|5.2 (3790)||Windows Server 2003|SSHAKHTOURLT
Service Pack 2||AMMAR||Ammar.eastnets.com|2008-08-28T04:34:24.000000000||2007-07-10T08:57:07.000000000|5.1 (2600)||Windows XP Professional|AMMAR
Service Pack 2, v.4035||IMADKHALIL||imadkhalil.eastnets.com|2008-08-28T04:34:24.000000000||2007-09-02T13:20:53.000000000|5.2 (3790)||Windows Server 2003|IMADKHALIL
Service Pack 2, v.4035||SHAKHTOUR-PC||shakhtour-pc.eastnets.com|2008-08-28T04:34:24.000000000||2007-09-02T15:01:55.000000000|5.2 (3790)||Windows Server 2003|SHAKHTOUR-PC
Service Pack 2|0|SHOUBAKI||Shoubaki.eastnets.com|2009-05-25T09:50:34.000000000|2009-05-25 12:38:41|2007-02-25T13:48:42.000000000|5.1 (2600)||Windows XP Professional|SHOUBAKI
Service Pack 2||FRONT-OFFICE||front-office.eastnets.com|2008-08-28T04:34:24.000000000||2006-02-14T11:18:13.000000000|5.1 (2600)||Windows XP Professional|FRONT-OFFICE
Service Pack 2||MANIFLOR||maniflor.eastnets.com|2008-08-28T04:34:24.000000000||2006-01-24T06:29:42.000000000|5.1 (2600)||Windows XP Professional|MANIFLOR
Service Pack 2, v.4035||BIZTALKSERVER||biztalkserver.eastnets.com|2008-08-28T04:34:24.000000000||2007-03-04T12:59:26.000000000|5.2 (3790)||Windows Server 2003|BIZTALKSERVER
Service Pack 2||QA||qa.eastnets.com|2008-08-28T04:34:24.000000000||2007-08-29T10:29:00.000000000|5.1 (2600)||Windows XP Professional|QA
Service Pack 2||KOUZ||kouz.eastnets.com|2008-08-28T04:34:24.000000000||2006-10-29T08:40:36.000000000|5.1 (2600)||Windows XP Professional|KOUZ
Service Pack 2||FABUHIJLEH||FAbuHijleh.eastnets.com|2011-01-16T09:06:04.000000000||2007-01-25T10:31:18.000000000|5.1 (2600)||Windows XP Professional|FABUHIJLEH
Service Pack 2||ELSA-PC||ELSA-PC.eastnets.com|2008-08-28T04:34:24.000000000||2007-10-10T05:22:03.000000000|5.1 (2600)||Windows XP Professional|ELSA-PC
Service Pack 2||MBARQAWILAPTOP||MbarqawiLaptop.eastnets.com|2008-08-28T04:34:24.000000000||2007-06-17T12:11:22.000000000|5.2 (3790)||Windows Server 2003|MBARQAWILAPTOP
Service Pack 2||RABU-AQLIN_LAPT||RAbu-Aqlin_Laptop.eastnets.com|2008-08-28T04:34:24.000000000||2006-01-15T07:49:04.000000000|5.1 (2600)||Windows XP Professional|RABU-AQLIN_LAPT
Service Pack 2||MACCARY||maccary.eastnets.com|2008-08-28T04:34:24.000000000||2007-10-17T13:47:20.000000000|5.1 (2600)||Windows XP Professional|MACCARY
Service Pack 2||MAHAS||mahas.eastnets.com|2008-08-28T04:34:24.000000000||2006-05-21T07:06:08.000000000|5.1 (2600)||Windows XP Professional|MAHAS
Service Pack 2||XPTEST||xptest.eastnets.com|2008-08-28T04:34:24.000000000||2007-07-16T12:47:48.000000000|5.1 (2600)||Windows XP Professional|XPTEST
Service Pack 2||BSF||bsf.eastnets.com|2008-08-28T04:34:24.000000000||2007-10-29T08:54:24.000000000|5.2 (3790)||Windows Server 2003|BSF
Service Pack 2||LAW_EXEC||law_exec.eastnets.com|2008-08-28T04:34:24.000000000||2007-04-20T07:32:05.000000000|5.1 (2600)||Windows XP Professional|LAW_EXEC
Service Pack 2||RABU-AQLIN||rabu-aqlin.eastnets.com|2008-08-28T04:34:24.000000000||2007-11-06T08:24:35.000000000|5.1 (2600)||Windows XP Professional|RABU-AQLIN
Service Pack 1||FADI-VM||fadi-vm.eastnets.com|2008-08-28T04:34:24.000000000||2007-10-18T07:12:00.000000000|5.2 (3790)||Windows Server 2003|FADI-VM
Service Pack 2||KHALILS||khalils.eastnets.com|2008-08-28T04:34:24.000000000||2004-07-01T12:41:14.000000000|5.1 (2600)||Windows XP Tablet PC Edition|KHALILS
Service Pack 2|4|ENAMMDEV005||enammdev005.eastnets.com|2009-03-18T09:45:47.000000000|2009-03-11 09:58:10|2007-11-21T14:10:49.000000000|5.2 (3790)||Windows Server 2003|ENAMMDEV005
Service Pack 1||KOUZ-VM||kouz-vm.eastnets.com|2008-08-28T04:34:24.000000000||2007-11-22T13:04:18.000000000|5.2 (3790)||Windows Server 2003|KOUZ-VM
Service Pack 2|0|MASHI||Mashi.eastnets.com|2008-08-31T06:30:49.000000000|2008-08-31 10:13:02|2006-11-12T11:27:05.000000000|5.1 (2600)||Windows XP Professional|MASHI
Service Pack 2||SHARIQ||shariq.eastnets.com|2008-08-28T04:34:25.000000000||2004-06-16T07:35:24.000000000|5.1 (2600)||Windows XP Professional|SHARIQ
Service Pack 2||AGALYON||agalyon.eastnets.com|2008-08-28T04:34:25.000000000||2005-09-11T08:40:40.000000000|5.1 (2600)||Windows XP Professional|AGALYON
Service Pack 2|60|OOZAN||oozan.eastnets.com|2009-12-31T06:01:09.000000000|2010-01-03 14:33:39|2007-10-23T13:24:34.000000000|5.1 (2600)||Windows XP Professional|OOZAN
Service Pack 1||AREEJVM||areejVM.eastnets.com|2008-08-28T04:34:25.000000000||2007-10-23T07:04:38.000000000|5.2 (3790)||Windows Server 2003|AREEJVM
Service Pack 2||ENGG1||ENGG1.eastnets.com|2008-08-28T04:34:25.000000000||2007-12-09T07:06:00.000000000|5.1 (2600)||Windows XP Professional|ENGG1
Service Pack 2||END10035||end10035.eastnets.com|2008-08-28T04:34:25.000000000||2006-02-13T08:13:58.000000000|5.1 (2600)||Windows XP Professional|END10035
Service Pack 2||ENAMMDEV004||enammdev004.eastnets.com|2008-08-28T04:34:25.000000000||2007-11-07T12:37:08.000000000|5.1 (2600)||Windows XP Professional|ENAMMDEV004
Service Pack 2||ATANASKA||atanaska.eastnets.com|2008-08-28T04:34:25.000000000||2003-12-01T09:25:02.000000000|5.1 (2600)||Windows XP Professional|ATANASKA
Service Pack 1||DEVSERV||devserv.eastnets.com|2008-08-28T04:34:25.000000000||2006-07-30T09:59:59.000000000|5.2 (3790)||Windows Server 2003|DEVSERV
Service Pack 2, v.2149||AHMAD-ALI||ahmad-ali.eastnets.com|2008-08-28T04:34:25.000000000||2007-11-04T09:47:30.000000000|5.1 (2600)||Windows XP Professional|AHMAD-ALI
Service Pack 2|91|ADESEAR||adesear.eastnets.com|2010-01-20T05:56:13.000000000|2010-01-25 09:00:23|2007-10-23T13:33:40.000000000|5.1 (2600)||Windows XP Professional|ADESEAR
||ENDC||endc.eastnets.com|2008-08-28T04:34:25.000000000||2008-01-07T08:22:57.000000000|5.2 (3790)||Windows Server 2003|ENDC
Service Pack 4||ENFS2||enfs2.eastnets.com|2008-08-28T04:34:25.000000000||2008-01-07T11:04:26.000000000|5.0 (2195)||Windows 2000 Server|ENFS2
Service Pack 4||ENDTEST03||endtest03.eastnets.com|2008-08-28T04:34:25.000000000||2008-01-09T07:54:35.000000000|5.0 (2195)||Windows 2000 Server|ENDTEST03
Service Pack 2||AYEHYA||ayehya.eastnets.com|2008-08-28T04:34:25.000000000||2007-08-07T06:04:02.000000000|5.1 (2600)||Windows XP Professional|AYEHYA
Service Pack 2||AIBRAHIM||AIbrahim.eastnets.com|2008-08-28T04:34:25.000000000||2007-04-09T06:36:19.000000000|5.1 (2600)||Windows XP Professional|AIBRAHIM
Service Pack 2||ENAMMDEV002||enammdev002.eastnets.com|2008-08-28T04:34:25.000000000||2007-10-29T12:45:11.000000000|5.2 (3790)||Windows Server 2003|ENAMMDEV002
Service Pack 1||KFHSRV||kfhsrv.eastnets.com|2008-08-28T04:34:25.000000000||2008-01-27T11:40:23.000000000|5.2 (3790)||Windows Server 2003|KFHSRV
Service Pack 2||DMASOUD||dmasoud.eastnets.com|2008-08-28T04:34:25.000000000||2007-09-13T06:10:15.000000000|5.1 (2600)||Windows XP Professional|DMASOUD
Service Pack 2||YAS||yas.eastnets.com|2008-08-28T04:34:25.000000000||2007-03-05T07:33:06.000000000|5.1 (2600)||Windows XP Professional|YAS
Service Pack 2|454|AHAMSA||ahamsa.eastnets.com|2010-11-23T05:37:30.000000000|2010-12-01 12:20:06|2007-01-02T09:06:17.000000000|5.1 (2600)||Windows XP Professional|AHAMSA
Service Pack 2||TAHSINO||tahsino.eastnets.com|2008-08-28T04:34:25.000000000||2004-11-07T08:26:53.000000000|5.1 (2600)||Windows XP Professional|TAHSINO
Service Pack 2||ENAMMDEV009||ENAMMDEV009.eastnets.com|2008-08-28T04:34:25.000000000||2008-02-11T14:18:28.000000000|5.2 (3790)||Windows Server 2003|ENAMMDEV009
Service Pack 1||VERITEST||VeriTest.eastnets.com|2008-08-28T04:34:25.000000000||2008-02-14T09:25:29.000000000|5.2 (3790)||Windows Server 2003|VERITEST
Service Pack 2||MRASHID||mrashid.eastnets.com|2008-08-28T04:34:25.000000000||2008-02-20T14:48:27.000000000|5.1 (2600)||Windows XP Professional|MRASHID
Service Pack 1|25|KFHBK||kfhbk.eastnets.com|2013-05-13T06:27:40.000000000|2013-05-19 02:59:53|2008-02-21T10:51:45.000000000|5.2 (3790)||Windows Server 2003|KFHBK
Service Pack 2||PROINVEST||ProInvest.eastnets.com|2008-08-28T04:34:25.000000000||2007-11-05T10:14:39.000000000|5.2 (3790)||Windows Server 2003|PROINVEST
Service Pack 2||MNASSAR_LAPTOP||mnassar_laptop.eastnets.com|2008-08-28T04:34:25.000000000||2007-07-24T07:04:50.000000000|5.1 (2600)||Windows XP Professional|MNASSAR_LAPTOP
Service Pack 1||KFH-DEMO||KFH-Demo.eastnets.com|2008-08-28T04:34:25.000000000||2008-02-28T12:53:56.000000000|5.2 (3790)||Windows Server 2003|KFH-DEMO
Service Pack 3|28|AJABER||AJaber.eastnets.com|2011-02-07T15:48:00.000000000|2010-12-21 12:39:24|2005-02-10T14:41:43.000000000|5.1 (2600)||Windows XP Professional|AJABER
